,TENURE,MONTANT,FREQUENCE_RECH,REVENUE,ARPU_SEGMENT,FREQUENCE,DATA_VOLUME,ON_NET,MRG,REGULARITY,CHURN
29987,K > 24 month,1100.0,2.0,1100.0,367.0,2.0,1.0,17.0,NO,27,0
29988,K > 24 month,22850.0,46.0,23963.0,7988.0,48.0,0.0,394.0,NO,54,0
29989,K > 24 month,21000.0,7.0,21000.0,7000.0,7.0,321.0,386.0,NO,62,0
29990,K > 24 month,17900.0,32.0,18676.0,6225.0,41.0,26980.0,6.0,NO,62,0
29991,K > 24 month,3000.0,5.0,2989.0,996.0,10.0,322.0,29.0,NO,26,0
29992,K > 24 month,4100.0,8.0,7200.0,2400.0,14.0,42.0,99.0,NO,56,0
29993,K > 24 month,1600.0,4.0,1598.0,533.0,4.0,80.0,784.0,NO,32,0
29994,K > 24 month,5100.0,2.0,4959.0,1653.0,7.0,0.0,243.0,NO,40,0
29995,K > 24 month,500.0,1.0,500.0,167.0,1.0,2.0,18.0,NO,43,0
29996,K > 24 month,2000.0,2.0,2000.0,667.0,2.0,0.0,3.0,NO,18,0
29997,K > 24 month,10500.0,12.0,11499.0,3833.0,16.0,31012.0,33.0,NO,37,0
29998,K > 24 month,4100.0,11.0,4093.0,1364.0,20.0,1940.0,0.0,NO,33,0
29999,I 18-21 month,3700.0,8.0,3700.0,1233.0,15.0,2664.0,171.0,NO,62,0
30000,K > 24 month,750.0,1.0,2233.0,744.0,3.0,129.0,3.0,NO,29,0
30001,K > 24 month,12500.0,7.0,12500.0,4167.0,10.0,4039.0,1239.0,NO,56,0
30002,K > 24 month,1000.0,2.0,1000.0,333.0,2.0,0.0,9.0,NO,19,0
30003,K > 24 month,500.0,1.0,500.0,167.0,1.0,1031.0,3.0,NO,11,0
30004,K > 24 month,700.0,3.0,1080.0,360.0,5.0,0.0,36.0,NO,45,0
30005,K > 24 month,250.0,1.0,250.0,83.0,2.0,1023.0,7.0,NO,14,0
30006,H 15-18 month,4000.0,7.0,4000.0,1333.0,8.0,1021.0,97.0,NO,30,0
30007,K > 24 month,600.0,3.0,600.0,200.0,3.0,0.0,357.0,NO,61,0
30008,K > 24 month,500.0,1.0,491.0,164.0,2.0,460.0,48.0,NO,11,0
30009,K > 24 month,4450.0,30.0,4453.0,1484.0,34.0,0.0,6.0,NO,60,0
30010,K > 24 month,15450.0,33.0,16649.0,5550.0,37.0,13736.0,1086.0,NO,59,0
30011,K > 24 month,9000.0,17.0,9500.0,3167.0,19.0,2.0,2014.0,NO,37,0
30012,K > 24 month,3400.0,5.0,3400.0,1133.0,5.0,6.0,212.0,NO,53,0
30013,K > 24 month,31100.0,61.0,32599.0,10866.0,61.0,0.0,35.0,NO,60,0
30014,K > 24 month,800.0,3.0,799.0,266.0,6.0,2.0,2.0,NO,61,0
30015,K > 24 month,1200.0,4.0,1199.0,400.0,6.0,46.0,1.0,NO,30,0
30016,K > 24 month,1400.0,4.0,1131.0,377.0,5.0,2048.0,0.0,NO,48,0
30017,K > 24 month,5100.0,6.0,6100.0,2033.0,8.0,503.0,308.0,NO,59,0
30018,K > 24 month,2300.0,4.0,2288.0,763.0,8.0,1717.0,42.0,NO,37,0
30019,K > 24 month,1000.0,2.0,1000.0,333.0,2.0,0.0,16.0,NO,35,0
30020,K > 24 month,4700.0,8.0,4700.0,1567.0,8.0,129.0,14.0,NO,30,0
30021,K > 24 month,16016.0,38.0,16017.0,5339.0,39.0,1811.0,7749.0,NO,62,0
30022,K > 24 month,16450.0,39.0,16965.0,5655.0,46.0,1.0,1674.0,NO,61,0
30023,K > 24 month,3500.0,7.0,3499.0,1166.0,9.0,1.0,155.0,NO,36,0
30024,K > 24 month,1000.0,2.0,760.0,253.0,6.0,10.0,3.0,NO,35,0
30025,K > 24 month,6500.0,9.0,6721.0,2240.0,11.0,1506.0,65.0,NO,48,0
30026,K > 24 month,11000.0,1.0,10938.0,3646.0,2.0,1085.0,0.0,NO,14,0
30027,K > 24 month,4000.0,13.0,3860.0,1287.0,15.0,2738.0,6.0,NO,42,0
30028,K > 24 month,1000.0,1.0,991.0,330.0,3.0,1411.0,2.0,NO,8,0
30029,K > 24 month,700.0,2.0,805.0,268.0,3.0,1.0,24.0,NO,14,0
30030,K > 24 month,7650.0,12.0,8101.0,2700.0,15.0,7724.0,174.0,NO,55,0
30031,K > 24 month,14500.0,13.0,14500.0,4833.0,13.0,0.0,593.0,NO,62,0
30032,K > 24 month,3000.0,3.0,3001.0,1000.0,8.0,0.0,72.0,NO,27,0
30033,K > 24 month,1200.0,2.0,1300.0,433.0,3.0,93.0,195.0,NO,56,0
30034,K > 24 month,5000.0,6.0,4999.0,1666.0,8.0,7373.0,1.0,NO,49,0
30035,K > 24 month,1000.0,2.0,4013.0,1338.0,31.0,0.0,36.0,NO,35,0
30036,G 12-15 month,3450.0,10.0,3451.0,1150.0,11.0,45.0,23.0,NO,58,0
30037,K > 24 month,3100.0,12.0,3076.0,1025.0,15.0,5274.0,5.0,NO,33,0
30038,K > 24 month,19100.0,34.0,18805.0,6268.0,34.0,13287.0,11.0,NO,40,0
30039,K > 24 month,2400.0,6.0,2399.0,800.0,9.0,117.0,358.0,NO,28,0
30040,K > 24 month,10900.0,32.0,11390.0,3797.0,36.0,24102.0,716.0,NO,62,0
30041,K > 24 month,14550.0,28.0,14176.0,4725.0,43.0,243.0,112.0,NO,61,0
30042,K > 24 month,200.0,1.0,198.0,66.0,1.0,0.0,34.0,NO,22,0
30043,K > 24 month,3500.0,7.0,3500.0,1167.0,7.0,7.0,51.0,NO,48,0
30044,K > 24 month,100.0,1.0,100.0,33.0,1.0,1.0,7.0,NO,43,0
30045,K > 24 month,5200.0,14.0,4518.0,1506.0,23.0,948.0,37.0,NO,52,0
30046,K > 24 month,800.0,3.0,801.0,267.0,3.0,0.0,216.0,NO,29,0
30047,K > 24 month,3200.0,14.0,3199.0,1066.0,15.0,1674.0,24.0,NO,27,0
30048,H 15-18 month,300.0,2.0,300.0,100.0,2.0,0.0,1.0,NO,31,0
30049,K > 24 month,5300.0,42.0,5250.0,1750.0,42.0,2444.0,2.0,NO,61,0
30050,K > 24 month,9000.0,9.0,11993.0,3998.0,17.0,4183.0,50.0,NO,61,0
30051,J 21-24 month,5500.0,28.0,5719.0,1906.0,46.0,743.0,0.0,NO,44,0
30052,K > 24 month,6000.0,10.0,5640.0,1880.0,13.0,12961.0,2.0,NO,40,0
30053,K > 24 month,4900.0,15.0,4898.0,1633.0,18.0,7734.0,0.0,NO,60,0
30054,K > 24 month,5600.0,23.0,5800.0,1933.0,30.0,2.0,437.0,NO,62,0
30055,I 18-21 month,7500.0,7.0,7177.0,2392.0,18.0,13245.0,3.0,NO,48,0
30056,K > 24 month,6950.0,21.0,7449.0,2483.0,22.0,0.0,12.0,NO,37,0
30057,K > 24 month,4000.0,8.0,4500.0,1500.0,9.0,0.0,216.0,NO,62,0
30058,K > 24 month,4500.0,9.0,5000.0,1667.0,10.0,0.0,95.0,NO,41,0
30059,K > 24 month,2300.0,8.0,2300.0,767.0,9.0,102.0,33.0,NO,61,0
30060,K > 24 month,800.0,2.0,1523.0,508.0,6.0,0.0,5.0,NO,22,0
30061,K > 24 month,8000.0,8.0,7985.0,2662.0,10.0,18778.0,12.0,NO,62,0
30062,K > 24 month,6163.0,17.0,5673.0,1891.0,19.0,0.0,628.0,NO,46,0
30063,K > 24 month,3900.0,9.0,3899.0,1300.0,11.0,377.0,161.0,NO,55,0
30064,K > 24 month,7500.0,7.0,7500.0,2500.0,6.0,3744.0,15.0,NO,37,0
30065,K > 24 month,11100.0,22.0,10949.0,3650.0,22.0,379.0,312.0,NO,61,0
30066,J 21-24 month,7600.0,18.0,8099.0,2700.0,23.0,856.0,170.0,NO,54,0
30067,K > 24 month,6600.0,14.0,6601.0,2200.0,25.0,6920.0,24.0,NO,61,0
30068,K > 24 month,4100.0,7.0,3905.0,1302.0,12.0,5020.0,36.0,NO,48,0
30069,G 12-15 month,750.0,2.0,750.0,250.0,2.0,897.0,15.0,NO,35,0
30070,K > 24 month,11350.0,27.0,10799.0,3600.0,30.0,0.0,2151.0,NO,62,0
30071,K > 24 month,7500.0,15.0,7500.0,2500.0,15.0,52.0,377.0,NO,58,0
30072,K > 24 month,2750.0,6.0,2747.0,916.0,12.0,2417.0,34.0,NO,33,0
30073,K > 24 month,6500.0,13.0,6200.0,2067.0,18.0,0.0,1016.0,NO,62,0
30074,K > 24 month,7000.0,7.0,8000.0,2667.0,9.0,0.0,180.0,NO,55,0
30075,K > 24 month,4700.0,11.0,4670.0,1557.0,12.0,0.0,181.0,NO,55,0
30076,K > 24 month,3500.0,7.0,3500.0,1167.0,6.0,142.0,407.0,NO,18,0
30077,K > 24 month,2900.0,7.0,3890.0,1297.0,8.0,658.0,373.0,NO,52,0
30078,K > 24 month,2000.0,4.0,2000.0,667.0,4.0,147.0,12.0,NO,38,0
30079,K > 24 month,3900.0,9.0,3900.0,1300.0,10.0,0.0,260.0,NO,58,0
30080,H 15-18 month,3800.0,11.0,3451.0,1150.0,9.0,3483.0,0.0,NO,44,0
30081,K > 24 month,8500.0,14.0,9501.0,3167.0,17.0,121.0,29.0,NO,40,0
30082,K > 24 month,8550.0,16.0,7350.0,2450.0,19.0,7273.0,884.0,NO,45,0
30083,K > 24 month,1500.0,3.0,1500.0,500.0,3.0,0.0,4.0,NO,20,0
30084,K > 24 month,1200.0,5.0,1200.0,400.0,7.0,1494.0,1.0,NO,46,0
30085,K > 24 month,12000.0,7.0,12313.0,4104.0,10.0,2247.0,279.0,NO,39,0
30086,K > 24 month,500.0,1.0,500.0,167.0,1.0,1023.0,52.0,NO,25,0
30087,K > 24 month,14010.0,21.0,14539.0,4846.0,24.0,28291.0,121.0,NO,57,0
30088,K > 24 month,7000.0,10.0,7700.0,2567.0,17.0,6071.0,46.0,NO,61,0
30089,K > 24 month,4500.0,21.0,4698.0,1566.0,23.0,0.0,1030.0,NO,54,0
30090,K > 24 month,1000.0,1.0,1000.0,333.0,1.0,1879.0,0.0,NO,3,0
30091,K > 24 month,2500.0,3.0,2512.0,837.0,5.0,4800.0,0.0,NO,37,0
30092,K > 24 month,1100.0,7.0,1100.0,367.0,7.0,383.0,0.0,NO,7,0
30093,K > 24 month,4200.0,10.0,4199.0,1400.0,8.0,379.0,10.0,NO,39,0
30094,K > 24 month,9200.0,36.0,8911.0,2970.0,35.0,3227.0,9.0,NO,49,0
30095,K > 24 month,11300.0,37.0,11297.0,3766.0,52.0,9527.0,4.0,NO,52,0
30096,K > 24 month,6950.0,13.0,7450.0,2483.0,20.0,2255.0,9.0,NO,34,0
30097,K > 24 month,1050.0,5.0,1540.0,513.0,6.0,311.0,389.0,NO,28,0
30098,K > 24 month,8700.0,30.0,8531.0,2844.0,34.0,618.0,2147.0,NO,43,0
30099,J 21-24 month,4700.0,8.0,4701.0,1567.0,10.0,458.0,172.0,NO,30,0
30100,K > 24 month,2600.0,7.0,2598.0,866.0,11.0,0.0,0.0,NO,34,0
30101,K > 24 month,2450.0,9.0,2949.0,983.0,10.0,2017.0,32.0,NO,14,0
30102,K > 24 month,11000.0,20.0,11551.0,3850.0,26.0,0.0,6.0,NO,51,0
30103,K > 24 month,12400.0,27.0,12424.0,4141.0,44.0,15631.0,42.0,NO,62,0
30104,K > 24 month,3550.0,8.0,5059.0,1686.0,9.0,250.0,44.0,NO,28,0
30105,K > 24 month,7000.0,22.0,7222.0,2407.0,34.0,1989.0,84.0,NO,62,0
30106,K > 24 month,650.0,2.0,327.0,109.0,2.0,0.0,0.0,NO,17,0
30107,K > 24 month,1250.0,5.0,1249.0,416.0,6.0,42.0,20.0,NO,18,0
30108,K > 24 month,2400.0,3.0,1928.0,643.0,3.0,0.0,21.0,NO,29,0
30109,K > 24 month,1100.0,3.0,1096.0,365.0,5.0,346.0,109.0,NO,23,0
30110,K > 24 month,5000.0,1.0,13100.0,4367.0,15.0,0.0,158.0,NO,49,0
30111,K > 24 month,6850.0,19.0,6852.0,2284.0,26.0,2687.0,1236.0,NO,60,0
30112,K > 24 month,4000.0,8.0,3954.0,1318.0,7.0,0.0,232.0,NO,58,0
30113,K > 24 month,3500.0,7.0,3500.0,1167.0,12.0,2004.0,8.0,NO,43,0
30114,K > 24 month,500.0,1.0,450.0,150.0,2.0,227.0,4.0,NO,10,0
30115,K > 24 month,3700.0,16.0,3583.0,1194.0,19.0,2743.0,13.0,NO,34,0
30116,K > 24 month,3500.0,3.0,4500.0,1500.0,8.0,0.0,2.0,NO,28,0
30117,K > 24 month,25200.0,45.0,26200.0,8733.0,47.0,2041.0,115.0,NO,58,0
30118,K > 24 month,15250.0,31.0,15750.0,5250.0,33.0,197.0,390.0,NO,62,0
30119,K > 24 month,2000.0,4.0,2000.0,667.0,4.0,0.0,1.0,NO,4,0
30120,K > 24 month,700.0,3.0,610.0,203.0,3.0,0.0,20.0,NO,48,0
30121,K > 24 month,2500.0,2.0,2199.0,733.0,4.0,848.0,5.0,NO,44,0
30122,K > 24 month,2400.0,6.0,2071.0,690.0,14.0,417.0,7.0,NO,57,0
30123,K > 24 month,14200.0,34.0,14601.0,4867.0,34.0,1215.0,551.0,NO,62,0
30124,K > 24 month,3500.0,5.0,3688.0,1229.0,9.0,5800.0,18.0,NO,50,0
30125,K > 24 month,12650.0,43.0,12649.0,4216.0,44.0,610.0,533.0,NO,60,0
30126,K > 24 month,800.0,4.0,790.0,263.0,5.0,267.0,5.0,NO,10,0
30127,K > 24 month,3900.0,23.0,3858.0,1286.0,25.0,6115.0,26.0,NO,37,0
30128,K > 24 month,6000.0,15.0,6002.0,2001.0,22.0,8672.0,396.0,NO,51,0
30129,I 18-21 month,4000.0,6.0,3749.0,1250.0,24.0,0.0,1.0,NO,29,0
30130,K > 24 month,2000.0,4.0,2000.0,667.0,4.0,0.0,29.0,NO,60,0
30131,K > 24 month,9900.0,26.0,10395.0,3465.0,36.0,449.0,1619.0,NO,40,0
30132,K > 24 month,9900.0,14.0,9902.0,3301.0,15.0,287.0,15.0,NO,46,0
30133,K > 24 month,27000.0,51.0,28499.0,9500.0,51.0,0.0,1576.0,NO,62,0
30134,K > 24 month,2200.0,7.0,2296.0,765.0,12.0,466.0,15.0,NO,27,0
30135,K > 24 month,1500.0,3.0,1684.0,561.0,6.0,710.0,2.0,NO,30,0
30136,K > 24 month,7850.0,19.0,8839.0,2946.0,23.0,7.0,134.0,NO,49,0
30137,K > 24 month,2200.0,5.0,2200.0,733.0,11.0,1.0,20.0,NO,51,0
30138,K > 24 month,4900.0,10.0,5400.0,1800.0,13.0,91.0,348.0,NO,40,0
30139,K > 24 month,14112.0,23.0,14806.0,4935.0,32.0,10917.0,0.0,NO,62,0
30140,K > 24 month,26400.0,55.0,26710.0,8903.0,61.0,4467.0,10886.0,NO,62,0
30141,K > 24 month,4950.0,20.0,4943.0,1648.0,22.0,10.0,1951.0,NO,35,0
30142,G 12-15 month,2000.0,3.0,1969.0,656.0,8.0,3024.0,0.0,NO,32,0
30143,K > 24 month,6450.0,16.0,6680.0,2227.0,18.0,22642.0,3.0,NO,52,0
30144,K > 24 month,1000.0,1.0,990.0,330.0,1.0,1393.0,10.0,NO,13,0
30145,K > 24 month,1500.0,3.0,1500.0,500.0,3.0,0.0,38.0,NO,58,0
30146,K > 24 month,100.0,1.0,82.0,27.0,1.0,752.0,7.0,NO,10,0
30147,K > 24 month,8900.0,39.0,9033.0,3011.0,48.0,6311.0,131.0,NO,60,0
30148,K > 24 month,1700.0,11.0,1488.0,496.0,11.0,1223.0,63.0,NO,37,0
30149,K > 24 month,12500.0,22.0,12500.0,4167.0,24.0,6.0,52.0,NO,54,0
30150,K > 24 month,8750.0,24.0,8731.0,2910.0,23.0,15510.0,10.0,NO,35,0
30151,K > 24 month,5700.0,12.0,5700.0,1900.0,12.0,0.0,302.0,NO,62,0
30152,K > 24 month,6500.0,13.0,5986.0,1995.0,14.0,1033.0,706.0,NO,22,0
30153,K > 24 month,4800.0,13.0,4899.0,1633.0,15.0,0.0,575.0,NO,59,0
30154,K > 24 month,5700.0,11.0,5676.0,1892.0,14.0,2376.0,3.0,NO,48,0
30155,K > 24 month,1500.0,2.0,1480.0,493.0,2.0,3648.0,4.0,NO,6,0
30156,K > 24 month,500.0,1.0,500.0,167.0,1.0,76.0,21.0,NO,22,0
30157,K > 24 month,2700.0,6.0,3199.0,1066.0,7.0,41.0,30.0,NO,60,0
30158,K > 24 month,13000.0,5.0,12923.0,4308.0,10.0,8609.0,82.0,NO,42,0
30159,K > 24 month,2000.0,4.0,1799.0,600.0,5.0,1.0,22.0,NO,33,0
30160,K > 24 month,7250.0,17.0,7450.0,2483.0,20.0,678.0,102.0,NO,46,0
30161,K > 24 month,4100.0,13.0,4100.0,1367.0,13.0,5.0,76.0,NO,59,0
30162,K > 24 month,11100.0,27.0,10900.0,3633.0,30.0,11.0,1210.0,NO,61,0
30163,K > 24 month,500.0,1.0,502.0,167.0,3.0,670.0,1.0,NO,21,0
30164,K > 24 month,500.0,1.0,1474.0,491.0,4.0,0.0,5.0,NO,39,0
30165,K > 24 month,8300.0,11.0,8288.0,2763.0,13.0,6232.0,19.0,NO,36,0
30166,K > 24 month,2500.0,4.0,2499.0,833.0,6.0,2.0,1.0,NO,21,0
30167,K > 24 month,1000.0,2.0,1000.0,333.0,2.0,0.0,7.0,NO,7,0
30168,K > 24 month,2900.0,9.0,2698.0,899.0,14.0,11.0,124.0,NO,61,0
30169,K > 24 month,4200.0,15.0,4177.0,1392.0,19.0,7553.0,11.0,NO,55,0
30170,K > 24 month,45500.0,67.0,46850.0,15617.0,69.0,0.0,36.0,NO,62,0
30171,K > 24 month,16456.0,37.0,15981.0,5327.0,37.0,92.0,5320.0,NO,40,0
30172,K > 24 month,1500.0,3.0,1499.0,500.0,4.0,0.0,42.0,NO,37,0
30173,K > 24 month,1500.0,2.0,1490.0,497.0,2.0,1000.0,33.0,NO,17,0
30174,K > 24 month,1900.0,10.0,2004.0,668.0,15.0,255.0,50.0,NO,50,0
30175,K > 24 month,2700.0,13.0,2699.0,900.0,13.0,1.0,78.0,NO,55,0
30176,K > 24 month,10500.0,25.0,10925.0,3642.0,28.0,1470.0,181.0,NO,56,0
30177,K > 24 month,1500.0,2.0,1702.0,567.0,10.0,25.0,2.0,NO,27,0
30178,K > 24 month,2700.0,13.0,2901.0,967.0,14.0,9.0,672.0,NO,50,0
30179,K > 24 month,9500.0,10.0,10201.0,3400.0,14.0,22326.0,55.0,NO,62,0
30180,K > 24 month,11250.0,15.0,11804.0,3935.0,21.0,11583.0,0.0,NO,62,0
30181,K > 24 month,1800.0,8.0,1800.0,600.0,9.0,0.0,8.0,NO,24,0
30182,K > 24 month,1000.0,4.0,852.0,284.0,5.0,0.0,1.0,NO,49,0
30183,K > 24 month,4650.0,11.0,4040.0,1347.0,12.0,3480.0,125.0,NO,62,0
30184,K > 24 month,1850.0,8.0,2048.0,683.0,19.0,0.0,2.0,NO,26,0
30185,K > 24 month,7450.0,11.0,7199.0,2400.0,14.0,10700.0,60.0,NO,60,0
30186,K > 24 month,2300.0,4.0,2310.0,770.0,7.0,4574.0,1.0,NO,48,0
30187,K > 24 month,5200.0,8.0,5600.0,1867.0,14.0,9373.0,28.0,NO,62,0
30188,K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,6.0,NO,20,0
30189,K > 24 month,6000.0,11.0,5899.0,1966.0,11.0,0.0,117.0,NO,35,0
30190,K > 24 month,15900.0,2.0,15901.0,5300.0,6.0,43.0,3052.0,NO,39,0
30191,K > 24 month,10050.0,20.0,11049.0,3683.0,22.0,0.0,181.0,NO,56,0
30192,K > 24 month,7200.0,15.0,7189.0,2396.0,15.0,328.0,560.0,NO,45,0
30193,K > 24 month,4400.0,6.0,4407.0,1469.0,8.0,8350.0,98.0,NO,46,0
30194,K > 24 month,200.0,1.0,186.0,62.0,1.0,483.0,7.0,NO,8,0
30195,K > 24 month,2800.0,7.0,2441.0,814.0,10.0,0.0,238.0,NO,46,0
30196,F 9-12 month,2000.0,2.0,2000.0,667.0,3.0,2683.0,0.0,NO,53,0
30197,K > 24 month,17000.0,29.0,17503.0,5834.0,31.0,3460.0,154.0,NO,61,0
30198,K > 24 month,16900.0,37.0,15718.0,5239.0,46.0,166.0,0.0,NO,48,0
30199,K > 24 month,1050.0,4.0,1199.0,400.0,7.0,0.0,4.0,NO,34,0
30200,K > 24 month,3400.0,5.0,4400.0,1467.0,8.0,0.0,314.0,NO,19,0
30201,K > 24 month,5000.0,19.0,4990.0,1663.0,25.0,0.0,387.0,NO,53,0
30202,K > 24 month,400.0,2.0,394.0,131.0,2.0,0.0,102.0,NO,31,0
30203,K > 24 month,11500.0,14.0,11999.0,4000.0,16.0,31403.0,50.0,NO,50,0
30204,K > 24 month,5000.0,14.0,4788.0,1596.0,14.0,477.0,104.0,NO,51,0
30205,K > 24 month,7500.0,5.0,7491.0,2497.0,5.0,17654.0,23.0,NO,57,0
30206,K > 24 month,8500.0,9.0,8502.0,2834.0,10.0,0.0,457.0,NO,29,0
30207,K > 24 month,1300.0,5.0,1300.0,433.0,6.0,7.0,4.0,NO,17,0
30208,K > 24 month,1000.0,2.0,1000.0,333.0,2.0,1.0,27.0,NO,45,0
30209,K > 24 month,5600.0,10.0,5890.0,1963.0,14.0,3803.0,13.0,NO,52,0
30210,K > 24 month,8500.0,28.0,9002.0,3001.0,32.0,183.0,56.0,NO,57,0
30211,K > 24 month,13500.0,10.0,13500.0,4500.0,10.0,9212.0,1449.0,NO,62,0
30212,K > 24 month,1000.0,2.0,984.0,328.0,4.0,172.0,13.0,NO,27,0
30213,K > 24 month,6100.0,12.0,6101.0,2034.0,15.0,3923.0,67.0,NO,28,0
30214,K > 24 month,2300.0,7.0,2121.0,707.0,8.0,158.0,50.0,NO,30,0
30215,K > 24 month,8500.0,17.0,9500.0,3167.0,18.0,0.0,176.0,NO,61,0
30216,K > 24 month,10000.0,17.0,10012.0,3337.0,23.0,7399.0,20.0,NO,57,0
30217,K > 24 month,200.0,1.0,197.0,66.0,3.0,78.0,7.0,NO,44,0
30218,K > 24 month,1400.0,4.0,1389.0,463.0,5.0,504.0,47.0,NO,21,0
30219,K > 24 month,7900.0,25.0,7600.0,2533.0,28.0,1290.0,10.0,NO,55,0
30220,K > 24 month,8000.0,19.0,8092.0,2697.0,23.0,3682.0,161.0,NO,59,0
30221,K > 24 month,8600.0,23.0,9595.0,3198.0,29.0,6942.0,6.0,NO,43,0
30222,K > 24 month,7150.0,17.0,6891.0,2297.0,20.0,5188.0,0.0,NO,39,0
30223,K > 24 month,3350.0,9.0,3851.0,1284.0,13.0,33.0,18.0,NO,47,0
30224,K > 24 month,1000.0,2.0,1000.0,333.0,2.0,0.0,2.0,NO,23,0
30225,K > 24 month,10150.0,23.0,8510.0,2837.0,27.0,2.0,137.0,NO,56,0
30226,K > 24 month,11497.0,22.0,11698.0,3899.0,23.0,0.0,5.0,NO,57,0
30227,K > 24 month,6000.0,6.0,6000.0,2000.0,6.0,0.0,474.0,NO,55,0
30228,K > 24 month,28450.0,56.0,28103.0,9368.0,56.0,40.0,5085.0,NO,62,0
30229,K > 24 month,1200.0,3.0,1181.0,394.0,9.0,1228.0,10.0,NO,28,0
30230,K > 24 month,12400.0,34.0,12422.0,4141.0,39.0,9641.0,1103.0,NO,62,0
30231,K > 24 month,5000.0,10.0,4999.0,1666.0,10.0,3325.0,2.0,NO,54,0
30232,K > 24 month,1400.0,3.0,1401.0,467.0,3.0,0.0,119.0,NO,37,0
30233,K > 24 month,500.0,3.0,499.0,166.0,8.0,1.0,2.0,NO,52,0
30234,K > 24 month,14000.0,14.0,14000.0,4667.0,14.0,0.0,1128.0,NO,62,0
30235,K > 24 month,1000.0,2.0,1500.0,500.0,3.0,0.0,34.0,NO,47,0
30236,K > 24 month,4800.0,16.0,4791.0,1597.0,27.0,2525.0,39.0,NO,50,0
30237,K > 24 month,31000.0,61.0,32581.0,10860.0,62.0,0.0,231.0,NO,62,0
30238,K > 24 month,15500.0,14.0,15430.0,5143.0,16.0,1069.0,6.0,NO,44,0
30239,K > 24 month,400.0,3.0,600.0,200.0,4.0,1242.0,8.0,NO,28,0
30240,K > 24 month,15500.0,33.0,16000.0,5333.0,40.0,1.0,81.0,NO,57,0
30241,K > 24 month,1300.0,7.0,1299.0,433.0,9.0,1964.0,8.0,NO,41,0
30242,K > 24 month,6850.0,21.0,6742.0,2247.0,23.0,20122.0,218.0,NO,44,0
30243,K > 24 month,12500.0,29.0,12153.0,4051.0,30.0,136.0,452.0,NO,62,0
30244,K > 24 month,5000.0,6.0,4991.0,1664.0,6.0,6845.0,0.0,NO,62,0
30245,K > 24 month,500.0,1.0,493.0,164.0,2.0,592.0,2.0,NO,25,0
30246,K > 24 month,31500.0,51.0,33002.0,11001.0,52.0,56122.0,487.0,NO,62,0
30247,K > 24 month,5500.0,11.0,6006.0,2002.0,16.0,9448.0,2.0,NO,57,0
30248,I 18-21 month,1500.0,3.0,1481.0,494.0,6.0,138.0,2.0,NO,34,0
30249,K > 24 month,14800.0,24.0,14121.0,4707.0,36.0,9482.0,115.0,NO,62,0
30250,K > 24 month,1100.0,9.0,1090.0,363.0,9.0,1483.0,3.0,NO,15,0
30251,K > 24 month,5300.0,16.0,5301.0,1767.0,20.0,6227.0,0.0,NO,58,0
30252,K > 24 month,11000.0,20.0,10999.0,3666.0,20.0,3.0,747.0,NO,53,0
30253,K > 24 month,3500.0,5.0,3503.0,1168.0,18.0,0.0,15.0,NO,50,0
30254,K > 24 month,5500.0,11.0,5500.0,1833.0,11.0,2039.0,547.0,NO,36,0
30255,K > 24 month,1000.0,2.0,990.0,330.0,3.0,15.0,9.0,NO,24,0
30256,K > 24 month,1500.0,6.0,1998.0,666.0,9.0,0.0,335.0,NO,49,0
30257,K > 24 month,10000.0,20.0,10500.0,3500.0,20.0,195.0,281.0,NO,59,0
30258,K > 24 month,4000.0,11.0,4000.0,1333.0,15.0,5296.0,13.0,NO,51,0
30259,K > 24 month,4200.0,5.0,2929.0,976.0,12.0,262.0,3.0,NO,56,0
30260,K > 24 month,16500.0,25.0,16500.0,5500.0,30.0,21570.0,40.0,NO,61,0
30261,K > 24 month,1000.0,1.0,1010.0,337.0,2.0,1963.0,2.0,NO,5,0
30262,K > 24 month,13300.0,25.0,13888.0,4629.0,36.0,13525.0,69.0,NO,62,0
30263,K > 24 month,15000.0,15.0,16202.0,5401.0,21.0,74962.0,6.0,NO,62,0
30264,K > 24 month,9500.0,16.0,10000.0,3333.0,17.0,0.0,333.0,NO,50,0
30265,K > 24 month,1000.0,1.0,1789.0,596.0,5.0,64.0,5.0,NO,3,0
30266,K > 24 month,200.0,1.0,200.0,67.0,1.0,0.0,9.0,NO,20,0
30267,K > 24 month,1900.0,8.0,2097.0,699.0,12.0,1.0,10.0,NO,17,0
30268,K > 24 month,12100.0,25.0,12846.0,4282.0,30.0,0.0,738.0,NO,55,0
30269,K > 24 month,3500.0,4.0,4000.0,1333.0,15.0,0.0,21.0,NO,42,0
30270,K > 24 month,5050.0,21.0,5652.0,1884.0,24.0,0.0,524.0,NO,55,0
30271,K > 24 month,2100.0,4.0,1738.0,579.0,5.0,0.0,7.0,NO,61,0
30272,K > 24 month,4500.0,9.0,4200.0,1400.0,9.0,0.0,134.0,NO,50,0
30273,K > 24 month,8000.0,12.0,7952.0,2651.0,15.0,10635.0,42.0,NO,60,0
30274,K > 24 month,11400.0,24.0,11400.0,3800.0,23.0,0.0,578.0,NO,57,0
30275,K > 24 month,600.0,5.0,599.0,200.0,6.0,179.0,8.0,NO,22,0
30276,I 18-21 month,1000.0,7.0,1500.0,500.0,8.0,137.0,123.0,NO,30,0
